yardId,railId,coordinates
yardA,137167053,"41.1465232,-100.8364817,41.1465312,-100.8367388,41.1465373,-100.8361594,41.1465494,-100.8369721,41.1465701,-100.8371567,41.1466024,-100.8373686,41.1466522,-100.8350135,41.1471735,-100.8416311,41.1472442,-100.8420227,41.1473775,-100.8427389,41.1474967,-100.8431332,41.1477577,-100.8437308,41.1478042,-100.8438488"
yardA,137167054,"41.1471591,-100.8341535,41.1471612,-100.8343407,41.1471674,-100.8339402,41.1471674,-100.8344991,41.1471856,-100.8346922,41.1473235,-100.8322294,41.1473457,-100.8319742,41.1480541,-100.8412288,41.1480723,-100.8414005,41.1480905,-100.841607,41.1481035,-100.841829,41.1481107,-100.8419503,41.1481247,-100.8421498,41.148145,-100.8424385,41.1481489,-100.8424772,41.1481859,-100.8428429,41.1483066,-100.8435167,41.1483515,-100.8437683,41.148385,-100.8439883"
yardA,137167066,"41.1466808,-100.8364279,41.1467069,-100.836661,41.1473432,-100.8415024,41.1473659,-100.8416306,41.1474345,-100.8419444,41.1474974,-100.8422808,41.1475068,-100.8423312,41.1475669,-100.8426213,41.1475896,-100.8427308,41.1476077,-100.8428649,41.147634,-100.8430141,41.1476507,-100.8431085,41.1478042,-100.8438488,41.1479067,-100.8441926"
yardA,137167070,"41.1459172,-100.8360494,41.1459226,-100.8363711,41.1459326,-100.8365921,41.1459354,-100.8356337,41.1459414,-100.836779,41.1459636,-100.8369399,41.1459693,-100.8353091,41.1460121,-100.8349927,41.1460542,-100.8347466,41.1460631,-100.8346944,41.1461414,-100.8343892,41.1463878,-100.833563,41.1465922,-100.8416808,41.146618,-100.8417984,41.1466524,-100.8419342,41.1467049,-100.8420791,41.1468084,-100.8422797,41.146816,-100.8322219,41.1468651,-100.8423815,41.146966,-100.831744,41.1470171,-100.8315555,41.147022,-100.8426638,41.1470573,-100.8313531,41.1470926,-100.8311085,41.1471212,-100.8309002,41.1471432,-100.8307329,41.1471497,-100.8305278,41.1471512,-100.8303349,41.1472038,-100.8429695,41.1473285,-100.8431792,41.1476406,-100.8437039,41.1478218,-100.844021,41.1479067,-100.8441926,41.1481652,-100.8449892,41.148252,-100.8453004,41.1482904,-100.8454613,41.1483026,-100.8455305,41.1483232,-100.8456769,41.1483541,-100.8458896,41.1483838,-100.8461305,41.1484485,-100.8466678,41.1484703,-100.8468095"
yardA,137177160,"41.1455058,-100.833589,41.1455142,-100.8332255,41.1455147,-100.8337886,41.1455207,-100.833971,41.1455209,-100.8331385,41.1455377,-100.8329971,41.1455489,-100.8345695,41.1455679,-100.8328167,41.1455734,-100.8350705,41.1455839,-100.8327577,41.1455874,-100.8352662,41.1456427,-100.8325062,41.1457175,-100.8321885,41.1457702,-100.831972,41.1458248,-100.8318003,41.1459036,-100.8316099,41.1460081,-100.8313797,41.1460234,-100.8386042,41.1461257,-100.8311485,41.146358,-100.8306925,41.1465143,-100.8422824,41.1465537,-100.842579,41.1465802,-100.8302258,41.1466569,-100.8300247,41.1466645,-100.8433798,41.1467054,-100.8298879,41.1467554,-100.8297141,41.1467943,-100.8295285,41.146795,-100.8281111,41.1468226,-100.8293568,41.1468252,-100.8445883,41.1468362,-100.8284454,41.1468382,-100.8285178,41.1468402,-100.8292071,41.1468503,-100.829065,41.1468503,-100.8287082,41.1468544,-100.8288879"
yardA,137177212,"41.1467768,-100.844875,41.1468584,-100.8452949,41.1469034,-100.8454762,41.1469372,-100.8455819,41.1471372,-100.8460459,41.1472927,-100.8463329,41.147428,-100.846518,41.1476181,-100.8467288,41.1477673,-100.8468666,41.1478865,-100.8469525,41.1479608,-100.8470143,41.1480218,-100.8470437,41.1481129,-100.8470802,41.1482945,-100.8471536,41.1484439,-100.8471805,41.1486744,-100.8471901,41.1490478,-100.8471671,41.1492157,-100.8471445,41.1493467,-100.8471188,41.1494924,-100.8470694,41.1496255,-100.8470061,41.1497486,-100.846931,41.1498741,-100.8468388,41.1499606,-100.8467567,41.1500818,-100.8466387,41.1502174,-100.846474,41.1503204,-100.8463077,41.150387,-100.8461924,41.1504254,-100.8461253,41.1504716,-100.846005,41.1505483,-100.8457938,41.1505807,-100.8456543,41.1506193,-100.8454816,41.1506518,-100.8453135,41.1506799,-100.8451677,41.1506803,-100.8443737,41.1506978,-100.844922,41.1506978,-100.8446458,41.1507018,-100.8447826"
yardA,137177256,"41.1465922,-100.8416808,41.1466746,-100.8421755,41.1467312,-100.8423847,41.1467736,-100.8425537,41.1468019,-100.8427012,41.146818,-100.8444124,41.146818,-100.8442542,41.1468252,-100.8445883,41.1468301,-100.8447102,41.1468404,-100.8440117,41.1468423,-100.843015,41.1468687,-100.8433036,41.1468707,-100.8435611,41.1468867,-100.8450669,41.1469842,-100.8454511,41.1470313,-100.84562,41.1471112,-100.8458132,41.1472187,-100.8460353,41.1473781,-100.846261,41.1475454,-100.8464678,41.1476944,-100.8466128,41.1478091,-100.8466963,41.1479718,-100.8468045,41.1482334,-100.8469595,41.148414,-100.8470238,41.1484575,-100.8470348,41.1485438,-100.8470532,41.1486669,-100.8470631"
yardA,137177260,"41.1486065,-100.8474179,41.1487268,-100.8483255,41.1489424,-100.8499465,41.1492326,-100.8521284,41.1493438,-100.8529644,41.1494156,-100.853504,41.1530731,-100.8829814,41.1531698,-100.883663"
yardA,137177263,"41.1467174,-100.8355877,41.1474989,-100.8414663,41.1475811,-100.8418883,41.1476458,-100.8422209,41.1477133,-100.8425673,41.1477289,-100.8426475,41.1477774,-100.8429935,41.1478218,-100.8434817,41.1478422,-100.8437408,41.1478523,-100.8438695,41.1479067,-100.8441926"
yardA,137177267,"41.1485585,-100.8474263,41.1488,-100.849231,41.1488965,-100.8500069,41.1490721,-100.8514195"
yardA,137177273,"41.1486744,-100.8471901,41.1490034,-100.8472261,41.1491793,-100.8472894,41.1493387,-100.8473789,41.149474,-100.8474916,41.1495588,-100.8475748,41.149658,-100.8476917,41.1497344,-100.8478081,41.149809,-100.8498519,41.1498357,-100.8479921,41.1499142,-100.8482212,41.1499468,-100.8493708,41.1499687,-100.8484331,41.1499973,-100.8491294,41.1500033,-100.8486466,41.1500172,-100.8488703"
yardA,137177277,"41.1493508,-100.8518046,41.1493508,-100.8515766,41.149371,-100.8520648,41.149371,-100.8513352,41.1494035,-100.8511088,41.1494958,-100.8506913,41.1530974,-100.8820213,41.1531842,-100.8827026,41.1532587,-100.883344,41.1533196,-100.8837996,41.1533884,-100.884338"
yardA,137178639,"41.1366428,-100.7390188,41.1373882,-100.7445055,41.1374234,-100.7447687,41.1382097,-100.7506497,41.139283,-100.7586783,41.1393246,-100.7590002,41.1393703,-100.7593435,41.1394339,-100.7598109,41.139462,-100.7599898,41.1399141,-100.7631953,41.1408691,-100.7703591,41.1412856,-100.7734842,41.1418391,-100.7776256,41.142639,-100.7837008,41.142744,-100.7846342,41.1430227,-100.7868954,41.143051,-100.7871259,41.1432696,-100.7887148,41.1433513,-100.789339,41.143396,-100.789681,41.1435241,-100.7906841,41.1435315,-100.7907683"
yardA,137181185,"41.1527784,-100.8609018,41.1527861,-100.861364,41.1527942,-100.8617288,41.1528005,-100.8653621,41.1528022,-100.8658084,41.1528043,-100.8663422,41.1528043,-100.8641347,41.1528054,-100.86478,41.1528063,-100.8646712,41.1528147,-100.8632136,41.1528147,-100.8626236,41.1528164,-100.8668813,41.1528167,-100.8635596,41.1528305,-100.8674392,41.1528588,-100.8680561,41.152877,-100.8684933,41.1529073,-100.8689895,41.1534041,-100.8787072,41.1534066,-100.880071,41.1534145,-100.8790118,41.1534158,-100.8791394,41.1534182,-100.8797747,41.1534182,-100.8793723"
yardA,137184746,"41.1507382,-100.8439197,41.1508494,-100.8447905,41.150977,-100.8457414,41.1511315,-100.8469055,41.1512338,-100.8476775,41.1514428,-100.8491989,41.1517255,-100.8512669,41.1518466,-100.8521653,41.1518916,-100.8525016,41.1519358,-100.8528993,41.1519681,-100.8531674,41.151999,-100.8534434,41.1520218,-100.8537022,41.1520424,-100.8539978,41.1524928,-100.8627571,41.1525102,-100.8662129,41.1525103,-100.8665037,41.1525185,-100.8658767,41.1525231,-100.8632831,41.1525234,-100.8668966,41.1525314,-100.865548,41.1525442,-100.8673443,41.1525457,-100.8650876,41.1525494,-100.8638164,41.1525576,-100.8648032,41.1525622,-100.8641086,41.1525699,-100.8644077,41.1530057,-100.8763727,41.1531254,-100.8787178,41.1531804,-100.8794004,41.153243,-100.8799985,41.1532615,-100.8801566,41.1533339,-100.8807764,41.1534107,-100.881516"
yardA,137184747,"41.1491998,-100.8529163,41.1526771,-100.8808984,41.1528409,-100.882104"
yardA,137184753,"41.1509286,-100.8449458,41.1510538,-100.845612,41.1511164,-100.8459452,41.1511642,-100.8462116,41.1512028,-100.8464267,41.1512957,-100.846914,41.1513922,-100.8476343,41.1515942,-100.8491627,41.1518691,-100.8512491,41.1519864,-100.852136,41.1520251,-100.8524704,41.1520678,-100.8528715,41.1520998,-100.8531508,41.1521166,-100.8534227,41.1521397,-100.8536858,41.1521606,-100.8539851,41.152611,-100.8627457,41.1526414,-100.863272,41.1526431,-100.8661634,41.1526432,-100.8658872,41.1526435,-100.866494,41.1526514,-100.8655762,41.1526614,-100.8638114,41.1526624,-100.8668639,41.1526705,-100.8650959,41.1526722,-100.8640976,41.1526781,-100.8644083,41.1526797,-100.8673248,41.1526818,-100.8647318,41.1532915,-100.8791456,41.1532976,-100.879252,41.1533541,-100.880245,41.153365,-100.880469,41.1533879,-100.8808629,41.1534107,-100.881516,41.1534142,-100.8816173,41.153441,-100.8820773,41.1534632,-100.8824849,41.1534809,-100.882721"
yardA,137184757,"41.1520592,-100.8119186,41.1524791,-100.8124915,41.1528144,-100.8129689,41.1530714,-100.813402,41.153237,-100.8137238,41.1534162,-100.8141223,41.1535354,-100.8144495,41.1536571,-100.8148128,41.1537459,-100.8151132,41.1538464,-100.8155598,41.1539231,-100.8159648,41.1539478,-100.8363926,41.1539498,-100.8366317,41.1539519,-100.8359901,41.153958,-100.8355993,41.153958,-100.8371388,41.1539743,-100.8352674,41.1539844,-100.834964,41.1540089,-100.8344903,41.1540496,-100.8339118,41.154057,-100.8402106,41.154092,-100.8334416,41.154099,-100.8333512,41.154113,-100.8415595,41.1541486,-100.83271,41.154218,-100.8446323,41.154222,-100.8447878,41.1542304,-100.845015,41.1543694,-100.8301148,41.1546425,-100.8213031,41.1547227,-100.8219209,41.1547564,-100.8222931,41.1547846,-100.8226592,41.1547907,-100.8251423,41.1548086,-100.8229644,41.1548106,-100.8248354,41.1548205,-100.8246252,41.1548284,-100.823367,41.1548284,-100.8243415,41.1548324,-100.8237187,41.1548344,-100.8240263"
yardA,137184758,"41.1546721,-100.853389,41.154813,-100.8574624,41.1548244,-100.8577913,41.1548519,-100.8584712,41.1548808,-100.8590751"
yardA,137184760,"41.1508405,-100.8464682,41.1510065,-100.8477284,41.1511149,-100.8485493,41.151208,-100.8492552,41.1514836,-100.851324,41.1516048,-100.8522226,41.151649,-100.852554,41.151693,-100.8529489,41.1517253,-100.8532172,41.1517554,-100.8534863,41.1517774,-100.8537362,41.1517975,-100.8540239,41.1522477,-100.8627807,41.152278,-100.8633063,41.1523041,-100.8662003,41.1523042,-100.8638366,41.1523061,-100.865885,41.1523082,-100.8665057,41.1523102,-100.8655706,41.1523168,-100.8641237,41.1523183,-100.8667838,41.1523188,-100.8650719,41.1523243,-100.8644155,41.1523283,-100.8647958,41.1523451,-100.8673573,41.1529234,-100.8788546,41.1529287,-100.8789517,41.1529766,-100.879835"
yardA,137184761,"41.1491936,-100.8523964,41.1493791,-100.8537491,41.1528608,-100.8818345,41.1529194,-100.8823227,41.1529798,-100.882749"
yardA,137184762,"41.1513989,-100.8108564,41.1517986,-100.8114156,41.1528326,-100.8128643,41.1530572,-100.8132303,41.1532552,-100.8136112,41.1533703,-100.8138392,41.1534612,-100.8140591,41.1535657,-100.8143288,41.1536545,-100.8145917,41.1537661,-100.8149469,41.1538651,-100.8153117,41.1539373,-100.8156886,41.1540165,-100.8363927,41.1540185,-100.8366302,41.1540207,-100.8359916,41.1540267,-100.8356033,41.1540267,-100.8371358,41.1540308,-100.8162737,41.1540429,-100.8352724,41.154053,-100.8349691,41.1540773,-100.8344976,41.1541179,-100.8339215,41.1541256,-100.8402062,41.1541603,-100.8334517,41.1541674,-100.8333605,41.1541816,-100.8415548,41.1542169,-100.8327198,41.1542814,-100.8444322,41.1543286,-100.8454705,41.1543343,-100.8456233,41.1543592,-100.8461155,41.1544376,-100.8301251,41.1547102,-100.8212876,41.1547907,-100.8219077,41.1548247,-100.822283,41.154853,-100.8226498,41.1548591,-100.8251513,41.1548771,-100.8229567,41.1548791,-100.8248422,41.1548891,-100.8246298,41.1548971,-100.8233633,41.1548971,-100.8243443,41.1549011,-100.8237176,41.1549031,-100.8240271"
yardA,137184764,"41.1554418,-100.8425509,41.1555261,-100.8429538,41.1556579,-100.8435843,41.1557705,-100.8441203,41.1559201,-100.8448378,41.1560559,-100.8454874,41.1562374,-100.8463551,41.1563589,-100.8469256,41.1564835,-100.8475397,41.1566377,-100.8482693,41.1567605,-100.8488568,41.1568191,-100.8491277,41.1568454,-100.8493208,41.1568851,-100.8495635"
yardA,137184770,"41.1493438,-100.8529644,41.1494381,-100.8533803,41.1495346,-100.8539181,41.1528371,-100.8805189,41.1530749,-100.8823173,41.1531577,-100.8828189,41.1532062,-100.8830844,41.1532587,-100.883344"
yardA,137184771,"41.1523338,-100.8123628,41.152877,-100.8132157,41.1529982,-100.8134356,41.1531416,-100.8137065,41.1532526,-100.8139318,41.1534006,-100.8142871,41.1534935,-100.81455,41.1535662,-100.8147565,41.1536444,-100.8150315,41.153707,-100.8152729,41.1537737,-100.8155571,41.1538403,-100.8159058,41.1538816,-100.8363925,41.1538836,-100.8366331,41.1538857,-100.8359886,41.1538918,-100.8355956,41.1538918,-100.8371416,41.1539059,-100.8163197,41.1539082,-100.8352626,41.1539183,-100.834959,41.1539428,-100.8344832,41.1539837,-100.8339025,41.1539908,-100.8402149,41.1540262,-100.8334319,41.1540332,-100.8333422,41.1540469,-100.8415642,41.1540828,-100.8327006,41.1541089,-100.843487,41.1541242,-100.8440656,41.1543036,-100.830105,41.1545772,-100.8213181,41.1546572,-100.8219337,41.1546906,-100.8223028,41.1547188,-100.8226682,41.1547248,-100.8251336,41.1547426,-100.8229718,41.1547446,-100.8248289,41.1547543,-100.8246209,41.1547622,-100.8233705,41.1547622,-100.8243388,41.1547662,-100.8237197,41.1547682,-100.8240256"
yardA,137184772,"41.1543286,-100.8454705,41.1543392,-100.8449166,41.1543576,-100.8445343"
yardA,137184774,"41.1492871,-100.8542255,41.1493346,-100.8545699,41.1494518,-100.8555301,41.1524993,-100.8800428,41.1525907,-100.8807978,41.152673,-100.881363"
yardA,137184775,"41.1510538,-100.845612,41.1511746,-100.8465313,41.1512242,-100.8468948,41.1513281,-100.8476578,41.1515212,-100.8491802,41.151785,-100.8512529,41.1519061,-100.8521513,41.1519512,-100.8524887,41.1519956,-100.8528871,41.1520279,-100.8531552,41.1520589,-100.8534328,41.1520819,-100.8536938,41.1521026,-100.8539913,41.152553,-100.8627513,41.1525649,-100.8661963,41.1525749,-100.8664874,41.152582,-100.8658215,41.1525834,-100.8632774,41.152586,-100.8667499,41.1525944,-100.8655193,41.1526081,-100.865077,41.1526098,-100.8638115,41.1526149,-100.8647004,41.1526153,-100.8673285,41.1526159,-100.8641011,41.1526165,-100.8643568,41.1531865,-100.8785957,41.1532027,-100.8788532,41.1532385,-100.879278,41.1532991,-100.8798309,41.1533319,-100.880197,41.153365,-100.880469"
yardA,137184777,"41.1495594,-100.8511782,41.1495669,-100.851437,41.1495871,-100.8516141,41.1500294,-100.8551358,41.1500739,-100.8554282,41.1501167,-100.855636,41.1501692,-100.8558077,41.1502419,-100.856041,41.1517461,-100.8599772,41.1519218,-100.8605565,41.1519646,-100.860743,41.1520006,-100.8609481,41.1520251,-100.861121"
yardA,137184778,"41.1493223,-100.8550482,41.1493896,-100.8555582,41.1516173,-100.8735371,41.152461,-100.8803164,41.1525152,-100.8806203,41.1525867,-100.8810258,41.152673,-100.881363,41.1528409,-100.882104,41.1529798,-100.882749,41.1531698,-100.883663,41.1532834,-100.8841908,41.1533492,-100.884493"
yardA,137184782,"41.1509119,-100.8477366,41.150977,-100.8482895,41.1510167,-100.8485796,41.1511122,-100.8492781,41.1513915,-100.8513521,41.1515548,-100.8526018,41.1516106,-100.8530283,41.1516348,-100.8532435,41.1516652,-100.8534779,41.1516905,-100.8537121,41.1517146,-100.8540305,41.1517556,-100.8544791,41.1521784,-100.8627873,41.1522087,-100.8633128,41.1522346,-100.8662007,41.1522349,-100.8638423,41.1522367,-100.8658839,41.1522387,-100.8665088,41.1522407,-100.8655688,41.1522474,-100.8641279,41.152249,-100.8667889,41.1522493,-100.8650687,41.1522549,-100.8644178,41.1522588,-100.8647943,41.1522758,-100.8673633,41.1528189,-100.878145,41.1528547,-100.878856"
yardA,137184901,"41.1534268,-100.8522216,41.1534329,-100.851948,41.1534358,-100.8524009,41.1534437,-100.8516205,41.1534465,-100.8525475,41.1534834,-100.8528519,41.1535339,-100.8531174,41.1536465,-100.8535184,41.1544745,-100.8560209,41.1546224,-100.8564595,41.1547047,-100.8567639,41.1547458,-100.8569813,41.1547739,-100.8571729,41.154813,-100.8574624"
yardA,137184902,"41.1540786,-100.8366473,41.1540807,-100.8362906,41.1540852,-100.8358386,41.1540886,-100.816056,41.1540887,-100.8372213,41.1541014,-100.8353639,41.1541256,-100.834857,41.154166,-100.834114,41.1542281,-100.8334314,41.1543576,-100.8445343,41.1544384,-100.846838,41.1544481,-100.8471784,41.1547047,-100.8207472,41.1547698,-100.8212555,41.1548279,-100.8217262,41.1548809,-100.8221379,41.1549193,-100.8225349,41.1549399,-100.8228321,41.1549415,-100.8248738,41.1549455,-100.8229131,41.1549612,-100.8244996,41.1549657,-100.8233664,41.1549693,-100.8241375,41.1549718,-100.8237902"
yardA,137184904,"41.153444,-100.8581964,41.1545568,-100.8604709,41.1546032,-100.8605916,41.1546501,-100.8607206,41.1546719,-100.8608196,41.1547102,-100.860994,41.1547385,-100.8611844,41.1547486,-100.86134,41.154766,-100.8615472"
yardA,221826963,"41.1487586,-100.8503949,41.1488289,-100.8506598,41.1488751,-100.8508542,41.1490446,-100.8537682,41.1490523,-100.8540485,41.1490677,-100.8534367,41.1490831,-100.8525486,41.1490877,-100.8543575,41.1490935,-100.8530834,41.1490954,-100.8528801,41.149382,-100.8567558,41.1496748,-100.8591296"
yardA,221826966,"41.1536222,-100.8738818,41.1536323,-100.8737128,41.153649,-100.8734942,41.1536626,-100.8732729,41.1537151,-100.8729349,41.1537878,-100.8725541,41.153909,-100.8720793,41.1540241,-100.8717253,41.1542119,-100.8712639,41.15443,-100.8708187,41.1546845,-100.8702983,41.1570877,-100.8654972,41.1571745,-100.8652826,41.1572654,-100.8649983,41.1573427,-100.864667,41.1573825,-100.8643814,41.1573941,-100.8638007,41.1573992,-100.8639911"
yardA,221826968,"41.1472559,-100.830996,41.1472755,-100.8304524"
yardA,221826972,"41.1480444,-100.8231716,41.1480845,-100.8238936"
yardA,221826974,"41.140213,-100.7639569,41.1403909,-100.7649384,41.1407099,-100.7667009,41.1407948,-100.7671542,41.1409387,-100.7679744,41.1410008,-100.7684202,41.1411123,-100.76927,41.1411347,-100.7694407,41.141225,-100.7701288,41.1412508,-100.7703189,41.141322,-100.7708449,41.1413583,-100.7711614,41.141429,-100.7716818,41.1415199,-100.772288,41.1415285,-100.7723403,41.1415725,-100.7726098,41.1416432,-100.7730014,41.1417542,-100.7735754,41.1421157,-100.775197,41.142589,-100.7773193,41.1427198,-100.7779233,41.1427682,-100.7781593,41.1428268,-100.778508,41.1429339,-100.7792483,41.1430854,-100.7803748,41.1436772,-100.7848809"
yardA,221826979,"41.1552803,-100.8411803,41.1552904,-100.8409147,41.1553207,-100.8406626,41.1553812,-100.8404212,41.1554376,-100.8402855,41.1554721,-100.8402066,41.1555832,-100.8399974,41.1557609,-100.8397667,41.1559003,-100.839638,41.1560961,-100.8395119,41.1562617,-100.8394422,41.1564395,-100.8393993,41.1566252,-100.8393939,41.1567994,-100.8394274,41.1568272,-100.8479099,41.1568499,-100.8476296,41.1568634,-100.8489581,41.1568851,-100.8495635,41.1568878,-100.8473654,41.1569484,-100.8470892,41.1569746,-100.8394878,41.1570352,-100.8467539,41.1571362,-100.839579,41.1573038,-100.8397238,41.1574169,-100.8398472,41.1575118,-100.8399813,41.1575946,-100.8401181,41.1576834,-100.8403005,41.1577587,-100.8405513,41.1578031,-100.8408034,41.1579,-100.8434561,41.1579364,-100.8432415,41.157948,-100.8426501,41.1579545,-100.8430994,41.1579586,-100.8428929"
yardA,221826980,"41.1412373,-100.7698306,41.1412542,-100.7699586,41.141398,-100.7710432,41.1414268,-100.7712604,41.1415198,-100.7719256,41.1415543,-100.7721806,41.1415689,-100.7722655,41.1415821,-100.7723416,41.1415884,-100.7723789,41.1416329,-100.7726445,41.1418045,-100.7735557,41.1421661,-100.7751684,41.1429985,-100.7789076,41.1430914,-100.779326,41.1431761,-100.7797389,41.1432308,-100.7800126,41.1432932,-100.7803344,41.1433702,-100.7806993,41.1434557,-100.7812944,41.1435809,-100.7821714,41.1440852,-100.7860208,41.1441317,-100.7863426,41.1441739,-100.7865678,41.1442084,-100.7867503,41.1442325,-100.7869031,41.1442769,-100.7871043,41.1452525,-100.7914548,41.1474541,-100.8009954,41.1484356,-100.8052023,41.1485692,-100.8057752,41.1486659,-100.8061479,41.1487408,-100.8063975,41.1488297,-100.806647,41.1489024,-100.8068481,41.1490021,-100.807083,41.1490173,-100.8071189,41.1491304,-100.807371,41.1492294,-100.8075561,41.1493104,-100.8077064,41.1494273,-100.8079075,41.1495647,-100.8081355,41.1498577,-100.8085701,41.1503986,-100.8093241"
yardA,221826982,"41.1552803,-100.8411803,41.1552843,-100.8413948,41.1553025,-100.8418133,41.1553631,-100.8421861,41.1554418,-100.8425509"
yardA,221826986,"41.1485573,-100.8066286,41.1486255,-100.8069553,41.1486841,-100.8072128,41.1487471,-100.807401,41.1488502,-100.8076654,41.1488941,-100.8077727,41.1489891,-100.8079718,41.1490719,-100.8081569,41.1491619,-100.8083724,41.1492456,-100.8085727,41.1492847,-100.8086583,41.1493607,-100.8088248,41.1495427,-100.8092058,41.1495843,-100.8092963,41.1496759,-100.8094955,41.1497597,-100.8096704,41.1498737,-100.8099084,41.1501304,-100.8104527,41.1504152,-100.8110565,41.1505846,-100.8113675,41.1506534,-100.8115015,41.1506999,-100.8115742,41.1521621,-100.8136448,41.1523094,-100.8138834,41.152479,-100.8141731,41.1525941,-100.8144118,41.1527113,-100.8146747,41.1528306,-100.8149699,41.1529356,-100.8152703,41.1529693,-100.855629,41.152972,-100.8555678,41.1530063,-100.8550582,41.1530225,-100.853937,41.1530226,-100.854726,41.1530245,-100.8155546,41.1530483,-100.8511233,41.1530891,-100.815804,41.1531113,-100.8442623,41.1531536,-100.8160775,41.1531861,-100.83536,41.153198,-100.835038,41.1532222,-100.834692,41.1532244,-100.8164987,41.1532507,-100.8343515,41.153287,-100.8339063,41.1538707,-100.8213669,41.1539535,-100.8219999,41.1539717,-100.8257497,41.1540038,-100.8225389,41.1540139,-100.8251916,41.1540323,-100.8229172,41.1540424,-100.8247116,41.1540525,-100.8233303,41.1540624,-100.823703,41.1540626,-100.8242637"
yardA,221826987,"41.1503986,-100.8093241,41.1513616,-100.8106666,41.1522962,-100.8119829,41.1528991,-100.812832,41.1530203,-100.8130278,41.1531556,-100.8132477,41.1532687,-100.8134516,41.1533919,-100.8137171,41.1535211,-100.8139961,41.1536584,-100.8143501,41.1537352,-100.8145888,41.15382,-100.8148463,41.1538848,-100.8150932,41.1539472,-100.815356,41.1539856,-100.8155223,41.1540886,-100.816056,41.1541251,-100.8162666,41.1541272,-100.8162788,41.1541532,-100.8369772,41.1541534,-100.8367011,41.1541553,-100.8364193,41.1541575,-100.836111,41.1541593,-100.8372401,41.1541595,-100.8357999,41.1541656,-100.8164853,41.1541694,-100.8354967,41.1541817,-100.8351696,41.154185,-100.8351048,41.1541958,-100.8348933,41.154208,-100.8346385,41.1542239,-100.8343996,41.1542261,-100.8167589,41.1542421,-100.8341743,41.1542564,-100.833866,41.1542684,-100.8169733,41.1542908,-100.833453,41.154317,-100.8173034,41.1545259,-100.847507,41.1545446,-100.8479887,41.1545571,-100.8483793,41.1545713,-100.8485832,41.1545936,-100.8487657,41.1546064,-100.8488419,41.1546743,-100.8492457,41.1547088,-100.8494228,41.1547491,-100.8496294,41.1548561,-100.8213374,41.1549086,-100.8217693,41.1549489,-100.8221285,41.1549833,-100.8224397,41.1549857,-100.8508635,41.1549893,-100.8251648,41.1549975,-100.8509249,41.1550036,-100.8227214,41.1550116,-100.8249021,41.1550237,-100.8230834,41.1550297,-100.8245264,41.1550359,-100.8234698,41.1550398,-100.8242233,41.1550398,-100.8238747,41.1550455,-100.8511772,41.1551119,-100.8515264,41.1552903,-100.8524645,41.1553829,-100.8529518,41.1554565,-100.8533391,41.1556235,-100.8542185,41.1556618,-100.854484,41.1556735,-100.8545753"
yardA,221826989,"41.1435315,-100.7907683,41.1435439,-100.7909088,41.1435746,-100.791287,41.1435887,-100.791853,41.1435996,-100.7926029,41.1436297,-100.7953551,41.143632,-100.7962035,41.1436473,-100.796453,41.1436562,-100.8361416,41.1436582,-100.8360837,41.1436671,-100.835824,41.1436675,-100.8364796,41.1437047,-100.8367531,41.1437103,-100.8355515,41.1437221,-100.7972901,41.1437275,-100.8369271,41.1437641,-100.8352946,41.1438327,-100.8350634,41.1438459,-100.7985366,41.1438921,-100.8381801,41.1439195,-100.8383635,41.1439293,-100.8348343,41.1439665,-100.8386806,41.1439783,-100.8387449,41.1440167,-100.8389295,41.1440513,-100.8391199,41.1441143,-100.8392937,41.1441939,-100.8394852,41.1442961,-100.8396982,41.1444403,-100.8399396,41.1449974,-100.8099997,41.1452721,-100.8322073,41.1454783,-100.8318071,41.1455294,-100.8415007,41.1455874,-100.8315879,41.1456688,-100.8417325,41.1457132,-100.8418064,41.1458203,-100.8419951,41.145853,-100.8420527,41.1459334,-100.8422104,41.1460469,-100.8306849,41.1461507,-100.8215893,41.1462352,-100.8303165,41.1462763,-100.842823,41.1462767,-100.8302354,41.1463801,-100.843022,41.1464411,-100.8299339,41.1464585,-100.8432039,41.1465235,-100.8433857,41.1465567,-100.8296743,41.1465829,-100.8435906,41.1466128,-100.8437242,41.1466284,-100.8438178,41.1466419,-100.8438985,41.1466472,-100.8294162,41.1466787,-100.8441651,41.1467049,-100.8291786,41.1467461,-100.8289452,41.1467486,-100.8289217,41.1467504,-100.827595,41.1467675,-100.8277677,41.1467768,-100.844875,41.1467797,-100.828626,41.1467868,-100.8284686,41.1467906,-100.8283852,41.146795,-100.8281111,41.1468035,-100.8450938"
